Time	epsa	epsc	epsv	sigc	siga	siga*	SqJ2	I1
151.25586	0.02466334	0.063005954	0.15067525	1.7455314	0.884945856	2.630477256	0.510923728	6.121540056
152.25586	0.024911558	0.063806087	0.15252373	1.7533154	0.894859487	2.648174887	0.516647366	6.154805687
153.25586	0.02504809	0.064806879	0.15466185	1.7610554	0.899335456	2.660390856	0.519231568	6.182501656
154.25586	0.025153536	0.065702282	0.1565581	1.7676209	0.873206451	2.640827351	0.50414598	6.176069151
155.25586	0.02526526	0.066686861	0.15863897	1.7790164	0.866280159	2.645296559	0.500147083	6.203329359
156.25586	0.025338063	0.067590714	0.16051948	1.7835479	0.887840413	2.671388313	0.512594901	6.238484113
157.25586	0.025884164	0.068366863	0.16261789	1.7852908	0.843081311	2.628372111	0.486753222	6.198953711
158.25586	0.026068075	0.068968318	0.16400471	1.788837	0.886545522	2.675382522	0.511847296	6.253056522
159.25586	0.026445033	0.069454536	0.16535412	1.7900199	0.897471988	2.687491888	0.518155694	6.267531688
160.25586	0.026326636	0.069971167	0.16626897	1.7929577	0.894370834	2.687328534	0.516365242	6.273243934
161.25586	0.026655972	0.070379451	0.16741487	1.7945268	0.884077376	2.678604176	0.510422311	6.267657776
162.25586	0.026772175	0.070753649	0.16827947	1.7942059	0.888913162	2.683119062	0.513214253	6.271530862
163.25586	0.027004473	0.071105458	0.1692154	1.7975413	0.906312322	2.703853622	0.523259663	6.298936222
164.25586	0.026940823	0.071628377	0.17019758	1.7979438	0.906325584	2.704269384	0.52326732	6.300156984
165.25586	0.027124055	0.072094731	0.17131352	1.8048338	0.890874404	2.695708204	0.514346577	6.305375804
166.25586	0.027308913	0.072619483	0.17254788	1.8096485	0.908698239	2.718346739	0.524637173	6.337643739
167.25586	0.027389297	0.07312043	0.17363016	1.8175097	0.928230183	2.745739883	0.535913946	6.380759283
168.25586	0.027304651	0.074118286	0.17554122	1.8239888	0.886896475	2.710885275	0.512049919	6.358862875
169.25586	0.027475994	0.074906126	0.17728823	1.8336964	0.89896454	2.73266094	0.519017419	6.40005374
170.25586	0.027368089	0.075896814	0.17916171	1.8376762	0.872803926	2.710480126	0.503913582	6.385832526
171.25586	0.027669318	0.07675644	0.18118219	1.8476889	0.884983621	2.732672521	0.510945532	6.428050321
172.25586	0.027817857	0.077735156	0.18328817	1.8585265	0.86781713	2.72634363	0.501034454	6.44339663
173.25586	0.027986953	0.078715257	0.18541746	1.8655502	0.887327328	2.752877528	0.512298672	6.483977928
174.25586	0.028180186	0.079804674	0.18778953	1.8749446	0.895143704	2.770088304	0.516811458	6.519977504
175.25586	0.028396595	0.08076375	0.18992409	1.8772371	0.867319565	2.744556665	0.500747184	6.499030865
176.25586	0.028632063	0.081493102	0.19161826	1.8788801	0.850273544	2.729153644	0.49090566	6.486913844
177.25586	0.028903659	0.082115091	0.19313383	1.8817493	0.902903018	2.784652318	0.5212913	6.548150918
178.25586	0.028974373	0.08262679	0.19422796	1.8860899	0.893484624	2.779574524	0.515853588	6.551754324
179.25586	0.029307362	0.083348468	0.19600432	1.8904184	0.884450573	2.774868973	0.510637776	6.555705773
180.25586	0.029493419	0.083668955	0.19683133	1.8892454	0.895865597	2.785110997	0.517228244	6.563601797
181.25586	0.029707924	0.084307104	0.19832213	1.8938038	0.891441318	2.785245118	0.514673885	6.572852718
182.25586	0.029903376	0.084591769	0.19908692	1.8962672	0.898480356	2.794747556	0.518737875	6.587281956
183.25586	0.029855344	0.085154787	0.20016493	1.8999697	0.911312522	2.811282222	0.52614653	6.611221622
184.25586	0.030217361	0.085529611	0.20127657	1.8987772	0.899641943	2.798419143	0.519408518	6.595973543
185.25586	0.030451419	0.086054593	0.2025606	1.9057891	0.912532312	2.818321412	0.526850776	6.629899612
186.25586	0.030629756	0.086454816	0.20353939	1.9075141	0.915793388	2.823307488	0.528733559	6.638335688
187.25586	0.030605763	0.086996622	0.20459899	1.9112915	0.899828577	2.811120077	0.519516271	6.633703077
188.25586	0.030971924	0.087692104	0.20635612	1.9214783	0.88353986	2.80501816	0.510111976	6.64797476
189.25586	0.030797949	0.088580839	0.20795962	1.9319445	0.903349439	2.835293939	0.521549042	6.699182939
190.25586	0.03103245	0.089351393	0.20973524	1.9395708	0.889563947	2.829134747	0.513589984	6.708276347
191.25586	0.031029869	0.090208225	0.21144632	1.9448013	0.903964645	2.848765945	0.521904231	6.738368545
192.25586	0.031188047	0.091372699	0.21393344	1.9545162	0.889901567	2.844417767	0.513784909	6.753450167
193.25586	0.031281732	0.092339143	0.21596001	1.9631828	0.890614451	2.853797251	0.514196493	6.780162851
194.25586	0.031304006	0.093323447	0.21795091	1.9667151	0.876986766	2.843701866	0.506328545	6.777132066
195.25586	0.031742994	0.094312429	0.22036785	1.9800197	0.864474394	2.844494094	0.499104524	6.804533494
196.25586	0.031674106	0.095112734	0.22189957	1.9826747	0.888269056	2.870943756	0.512842379	6.836293156
197.25586	0.031918034	0.095709734	0.22333752	1.9864687	0.876995607	2.863464307	0.50633365	6.836401707
198.25586	0.03215811	0.096436977	0.22503208	1.9879576	0.880436591	2.868394191	0.508320303	6.844309391
199.25586	0.032375071	0.096816868	0.2260088	1.9915879	0.899899614	2.891487514	0.519557284	6.874663314
200.25586	0.032560043	0.097308964	0.22717796	1.9956995	0.87281058	2.86851008	0.503917423	6.85990908
201.25586	0.032594543	0.09791895	0.22843245	1.9959393	0.892114324	2.888053624	0.515062445	6.879932224
202.25586	0.032827955	0.098505616	0.22983919	1.9993116	0.916912838	2.916224438	0.529379874	6.914847638
203.25586	0.032941088	0.098878764	0.23069862	2.0021696	0.909555621	2.911725221	0.525132183	6.916064421
204.25586	0.032973755	0.099382617	0.231739	2.0020006	0.908129637	2.910130237	0.52430889	6.914131437
205.25586	0.032873016	0.099901684	0.23267637	2.0076277	0.91998514	2.92761284	0.531153668	6.94286824
206.25586	0.033283912	0.10034925	0.23398241	2.011215	0.917063918	2.928278918	0.5294671	6.950708918
207.25586	0.03312299	0.10078709	0.23469718	2.0162923	0.892072115	2.908364415	0.515038076	6.940949015
208.25586	0.03333807	0.10133974	0.23601754	2.0186174	0.901201159	2.919818559	0.520308732	6.957053359
209.25586	0.033482965	0.101982	0.23744695	2.0257504	0.897320979	2.923071379	0.518068509	6.974572179
210.25586	0.033548847	0.10272558	0.23900001	2.0339978	0.907561107	2.941558907	0.523980649	7.009554507
211.25586	0.0334461	0.10393721	0.24132051	2.0447814	0.894226408	2.939007808	0.516281857	7.028570608
212.25586	0.033696506	0.10486042	0.24341735	2.052592	0.886960857	2.939552857	0.51208709	7.044736857
213.25586	0.03376909	0.10555326	0.24487559	2.0571599	0.898771252	2.955931152	0.518905824	7.070250952
